Input, OSD0, OSD1, OSD2
3207,24,119,17
3208,93,87,54
3209,36,109,64
3210,107,117,19
3211,102,113,47
3212,101,71,58
3213,63,112,9
3214,87,65,92
3215,80,24,43
3216,41,72,86
3217,1,114,124
3218,7,78,57
3219,94,101,118
3220,5,115,72
3221,22,123,102
3222,105,101,63
3223,80,110,117
3224,49,74,60
3225,108,103,70
3226,31,66,37
3227,15,118,65
3228,112,35,55
3229,18,105,90
3230,9,112,100
3231,90,126,106
3232,111,98,114
3233,121,53,61
3234,68,14,49
3235,48,21,96
3236,52,61,2
3237,24,8,113
3238,11,51,70
3239,110,2,126
3240,119,108,84
3241,53,8,28
3242,125,65,89
3243,104,94,65
3244,92,40,14
3245,2,66,105
3246,68,35,119
3247,24,49,122
3248,33,86,5
3249,103,119,39
3250,17,98,28
3251,96,6,24
3252,86,94,69
3253,51,25,16
3254,44,24,57
3255,84,15,59
3256,81,96,54
3257,20,35,104
3258,89,49,56
3259,124,32,31
3260,31,59,110
3261,95,62,83
3262,69,82,76
3263,110,37,115
3264,78,29,8
3265,88,111,57
3266,42,9,60
3267,81,106,79
3268,123,56,27
3269,86,29,58
3270,48,82,92
3271,115,89,100
3272,24,124,20
3273,74,88,51
3274,125,46,0
3275,9,17,32
3276,119,30,104
3277,127,61,18
3278,41,82,4
3279,125,30,56
3280,107,78,96
3281,65,59,98
3282,76,66,80
3283,94,101,69
3284,84,47,67
3285,99,71,57
3286,3,124,35
3287,20,27,2
3288,88,107,126
3289,11,18,97
3290,7,55,78
3291,18,31,78
3292,56,91,28
3293,73,10,63
3294,47,82,73
3295,123,39,95
3296,38,83,98
3297,56,7,94
3298,111,24,49
3299,57,110,52
3300,77,45,39
3301,104,96,58
3302,100,34,59
3303,63,90,52
3304,20,122,58
3305,33,94,3
3306,45,126,57
3307,105,87,37
3308,96,7,113
3309,22,114,13
3310,94,10,74
3311,75,127,0
3312,118,109,21
3313,116,80,120
3314,54,47,11
3315,88,105,119
3316,42,10,95
3317,18,24,102
3318,74,6,42
3319,96,109,122
3320,9,91,17
3321,20,2,41
3322,80,112,18
3323,54,62,88
3324,3,91,116
3325,42,1,65
3326,91,107,9
3327,94,87,105
3328,15,28,52
3329,104,124,4
3330,97,22,69
3331,79,21,107
3332,46,81,37
3333,87,0,21
3334,109,27,7
3335,1,75,20
3336,127,55,79
3337,100,122,110
3338,97,126,117
3339,24,95,113
3340,94,80,68
3341,41,32,125
3342,81,109,36
3343,20,101,11
3344,99,39,43
3345,87,65,18
3346,4,89,124
3347,119,111,96
3348,30,2,125
3349,78,60,45
3350,103,83,88
3351,22,0,70
3352,33,73,112
3353,107,118,32
3354,90,110,48
3355,108,11,3
3356,111,37,102
3357,31,67,92
3358,24,67,79
3359,105,119,99
3360,99,92,11
3361,10,60,110
3362,62,1,85
3363,104,3,49
3364,60,50,68
3365,91,57,50
3366,101,121,51
3367,24,21,9
3368,42,114,123
3369,101,121,81
3370,58,67,41
3371,21,102,24
3372,66,100,126
3373,104,5,26
3374,88,67,9
3375,49,87,98
3376,74,102,125
3377,36,53,87
3378,37,81,28
3379,7,69,32
3380,119,66,80
3381,50,98,59
3382,89,77,83
3383,33,42,97
3384,102,104,27
3385,89,126,58
3386,45,28,63
3387,44,49,112
3388,115,12,54
3389,110,47,118
3390,23,45,83
3391,114,111,85
3392,2,83,12
3393,15,23,90
3394,112,86,50
3395,24,103,69
3396,71,26,120
3397,15,120,52
3398,61,71,85
3399,126,97,10
3400,57,70,26
3401,69,51,89
3402,22,15,7
3403,93,7,109
3404,101,117,65
3405,86,66,5
3406,79,26,100
3407,115,56,105
3408,41,118,110
3409,10,112,19
3410,1,108,112
3411,112,12,65
3412,27,56,114
3413,43,61,2
3414,2,32,86
3415,7,79,61
3416,50,88,101
3417,123,24,79
3418,115,4,9
3419,115,41,88
3420,66,45,57
3421,79,63,66
3422,13,39,117
3423,29,95,5
3424,120,13,105
3425,122,112,42
3426,19,103,30
3427,94,43,51
3428,78,40,13
3429,116,80,100
3430,1,82,41
3431,38,77,50
3432,126,36,18
3433,44,106,24
3434,84,113,51
3435,37,91,68
3436,127,35,11
3437,85,120,71
3438,113,125,0
3439,40,66,75
3440,43,17,71
3441,18,77,25
3442,43,81,70
3443,43,74,95
3444,125,3,22
3445,117,125,71
3446,118,80,91
3447,28,64,35
3448,85,126,98
3449,21,32,96
3450,115,19,28
3451,69,3,123
3452,92,75,44
3453,112,104,60
3454,82,31,92
3455,5,29,14
3456,121,64,18
3457,54,73,27
3458,87,125,58
3459,62,69,54
3460,76,127,49
3461,78,33,96
3462,64,24,73
3463,43,114,96
3464,97,12,29
3465,88,64,9
3466,45,58,38
3467,38,59,55
3468,119,31,91
3469,49,35,26
3470,46,88,9
3471,87,57,0
3472,3,8,122
3473,60,39,99
3474,10,5,39
3475,96,92,69
3476,114,97,121
3477,20,1,117
3478,67,41,63
3479,121,44,99
3480,94,87,76
3481,57,4,83
3482,93,30,44
3483,125,118,48
3484,29,16,35
3485,107,19,76
3486,51,107,98
3487,39,21,53
3488,62,117,92
3489,116,64,77
3490,75,46,115
3491,68,39,117
3492,90,55,34
3493,82,79,67
3494,91,81,10
3495,49,101,19
3496,94,39,52
3497,54,13,57
3498,16,24,71
3499,102,2,66
3500,82,48,37
3501,71,57,18
3502,71,7,95
3503,53,20,99
3504,42,32,69
3505,34,80,15
3506,3,75,71
3507,69,98,22
3508,10,58,74
3509,72,53,12
3510,75,68,96
3511,76,85,120
3512,28,80,4
3513,13,113,124
3514,73,0,34
3515,42,84,93
3516,6,10,95
3517,76,108,41
3518,60,31,79
3519,43,6,83
3520,9,93,21
3521,77,67,93
3522,108,127,118
3523,91,25,81
3524,7,109,97
3525,77,105,85
3526,19,69,27
3527,24,51,32
3528,0,78,88
3529,7,62,45
3530,104,117,12
3531,0,126,28
3532,93,87,76
3533,106,12,85
3534,72,114,71
3535,51,101,106
3536,2,94,29
3537,18,73,91
3538,28,17,48
3539,82,41,107
3540,20,89,49
3541,67,121,85
3542,89,35,15
3543,80,3,109
3544,80,30,63
3545,13,78,41
3546,85,90,47
3547,127,99,14
3548,35,46,29
3549,67,24,86
3550,107,61,100
3551,58,39,44
3552,125,45,79
3553,66,2,23
3554,73,1,20
3555,46,105,87
3556,91,28,97
3557,54,57,41
3558,57,102,87
3559,93,72,13
3560,119,22,77
3561,108,68,36
3562,63,85,65
3563,24,70,16
3564,99,54,19
3565,47,17,93
3566,25,109,80
3567,7,46,23
3568,36,88,2
3569,25,111,9
3570,39,63,12
3571,91,119,37
3572,3,119,42
3573,90,5,19
3574,57,52,47
3575,3,10,84
3576,115,5,28
3577,66,105,48
3578,92,117,101
3579,4,36,41
3580,10,71,26
3581,14,75,81
3582,120,56,38
3583,101,86,105
3584,98,5,109
3585,34,19,88
3586,116,18,85
3587,39,111,31
3588,51,11,68
3589,96,0,93
3590,6,46,28
3591,38,90,108
3592,102,2,120
3593,84,64,91
3594,63,17,95
3595,92,55,87
3596,78,8,106
3597,60,85,104
3598,95,13,0
3599,98,63,44
3600,8,126,81
3601,121,102,65
3602,18,61,121
3603,27,9,114
3604,42,20,48
3605,10,27,80
3606,7,90,86
3607,43,115,111
3608,87,36,5
3609,36,8,66
3610,46,34,22
3611,27,37,15
3612,34,73,60
3613,38,28,115
3614,49,112,101
3615,40,117,15
3616,47,108,94
3617,124,109,95
3618,37,118,55
3619,108,18,72
3620,45,10,53
3621,5,88,37
3622,25,68,23
3623,95,52,30
3624,109,55,42
3625,0,110,114
3626,64,125,78
3627,124,21,70
3628,1,64,27
3629,105,63,103
3630,103,20,111
3631,94,35,16
3632,14,31,32
3633,99,47,39
3634,67,7,19
3635,15,0,116
3636,71,19,121
3637,34,31,45
3638,10,67,76
3639,32,8,47
3640,56,68,39
3641,127,101,0
3642,80,26,115
3643,3,31,75
3644,50,118,105
3645,26,13,7
3646,97,48,33
3647,102,107,49
3648,3,62,26
3649,114,0,12
3650,40,94,105
3651,96,76,10
3652,50,24,108
3653,92,29,101
3654,24,59,121
3655,77,36,11
3656,28,23,49
3657,30,0,41
3658,22,105,12
3659,112,73,32
3660,85,45,89
3661,110,18,14
3662,114,23,60
3663,4,8,31
3664,25,43,70
3665,53,88,38
3666,16,73,86
3667,39,0,23
3668,31,22,3
3669,42,80,15
3670,89,55,116
3671,48,22,35
3672,117,103,104
3673,113,127,8
3674,22,110,3
3675,34,42,17
3676,70,114,123
3677,94,11,23
3678,52,35,80
3679,21,25,54
3680,30,63,89
3681,123,35,5
3682,125,51,45
3683,60,22,109
3684,7,47,19
3685,107,62,90
3686,107,20,55
3687,26,39,115
3688,126,96,63
3689,15,30,18
3690,48,21,67
3691,83,92,127
3692,102,81,79
3693,92,52,37
3694,71,118,10
3695,35,126,106
3696,77,68,90
3697,57,101,51
3698,63,106,31
3699,60,121,8
3700,87,5,110
3701,100,42,88
3702,25,4,73
3703,34,49,117
3704,42,32,52
3705,100,90,29
3706,32,52,23
3707,75,26,59
3708,21,126,38
3709,90,42,98
3710,19,122,118
3711,57,118,8
3712,42,123,59
3713,87,63,24
3714,41,51,124
3715,15,49,127
3716,115,99,108
3717,88,121,98
3718,65,82,41
3719,85,76,43
3720,63,13,0
3721,98,125,50
3722,53,15,7
3723,57,109,0
3724,17,109,91
3725,29,22,61
3726,108,38,58
3727,82,79,71
3728,31,97,0
3729,72,17,32
3730,96,125,10
3731,7,126,75
3732,47,60,127
3733,25,80,22
3734,52,17,73
3735,19,89,43
3736,25,39,18
3737,12,29,74
3738,126,22,106
3739,36,52,81
3740,1,90,71
3741,88,52,7
3742,95,46,50
3743,53,28,18
3744,16,103,82
3745,37,123,98
3746,12,86,18
3747,29,0,86
3748,99,32,44
3749,53,116,39
3750,104,17,33
3751,99,30,39
3752,109,122,7
3753,47,101,21
3754,91,31,5
3755,14,65,93
3756,57,30,103
3757,108,10,43
3758,56,21,72
3759,120,115,101
3760,115,10,126
3761,6,84,62
3762,72,93,63
3763,67,76,26
3764,114,100,125
3765,117,11,25
3766,65,95,29
3767,120,31,83
3768,36,92,104
3769,114,123,94
3770,70,43,15
3771,35,46,52
3772,111,63,76
3773,90,62,6
3774,3,63,95
3775,54,94,112
3776,42,127,73
3777,120,53,20
3778,117,53,42
3779,82,110,0
3780,58,30,52
3781,33,69,3
3782,93,83,69
3783,73,31,22
3784,26,6,46
3785,55,102,44
3786,116,100,9
3787,34,74,24
3788,19,3,73
3789,119,93,37
3790,84,25,48
3791,108,42,37
3792,81,113,66
3793,75,33,51
3794,61,94,54
3795,17,57,80
3796,117,124,64
3797,0,123,98
3798,90,81,78
3799,112,95,43
3800,43,19,70
3801,45,84,89
3802,46,101,25
3803,109,101,33
3804,113,1,21
3805,26,106,94
3806,93,121,59
3807,15,7,88
3808,122,69,108
3809,77,126,88
3810,31,84,45
3811,111,40,81
3812,91,38,62
3813,30,126,3
3814,62,68,25
3815,97,71,2
3816,97,49,27
3817,124,97,10
3818,43,76,64
3819,67,92,72
3820,60,44,15
3821,1,106,67
3822,62,16,2
3823,109,83,1
3824,70,109,91
3825,73,30,121
3826,21,95,125
3827,98,14,47
3828,65,93,35
3829,15,104,19
3830,123,54,83
3831,107,121,44
3832,37,66,82
3833,101,43,5
3834,67,23,105
3835,109,7,44
3836,109,88,117
3837,121,73,27
3838,42,105,8
3839,24,107,12
3840,74,117,2
3841,10,124,69
3842,104,0,89
3843,38,22,64
3844,113,125,25
3845,82,68,91
3846,83,47,97
3847,58,54,100
3848,42,83,19
3849,84,119,102
3850,81,54,45
3851,10,34,106
3852,28,121,106
3853,122,74,66
3854,4,74,110
3855,72,70,87
3856,69,96,32
3857,46,7,14
3858,44,8,114
3859,102,29,56
3860,59,26,45
3861,79,55,26
3862,51,115,23
3863,25,16,110
3864,14,46,60
3865,81,47,57
3866,3,121,78
3867,60,19,36
3868,5,68,19
3869,104,0,19
3870,85,42,111
3871,85,51,14
3872,27,84,110
3873,104,102,15
3874,58,20,26
3875,123,76,65
3876,61,55,45
3877,29,122,38
3878,98,78,1
3879,74,125,19
3880,17,39,14
3881,24,109,57
3882,39,52,41
3883,36,71,80
3884,45,34,55
3885,81,52,2
3886,89,49,65
3887,15,0,116
3888,109,97,114
3889,39,29,41
3890,7,98,90
3891,48,47,90
3892,95,49,33
3893,35,21,106
3894,6,117,124
3895,96,49,46
3896,60,81,53
3897,83,33,98
3898,82,99,114
3899,4,107,123
3900,35,13,41
3901,37,10,101
3902,92,115,87
3903,3,77,42
3904,113,5,86
3905,74,122,56
3906,125,9,5
3907,103,32,77
3908,56,53,21
3909,86,43,105
3910,14,52,81
3911,79,35,51
3912,77,120,96
3913,48,85,110
3914,53,68,26
3915,65,16,121
3916,49,101,111
3917,17,98,93
3918,99,1,124
3919,54,32,42
3920,113,9,22
3921,62,86,108
3922,70,32,41
3923,63,88,27
3924,84,43,58
3925,56,71,74
3926,102,127,51
3927,47,15,53
3928,14,38,103
3929,44,37,20
3930,77,122,33
3931,23,84,24
3932,16,76,42
3933,52,84,57
3934,119,103,61
3935,26,81,101
3936,49,120,73
3937,80,127,4
3938,40,97,56
3939,85,122,69
3940,105,78,19
3941,55,87,97
3942,62,94,70
3943,11,97,67
3944,79,13,23
3945,105,45,63
3946,112,36,55
3947,73,92,52
3948,114,54,12
3949,116,60,98
3950,73,38,18
3951,74,100,37
3952,127,56,110
3953,118,21,90
3954,103,6,73
3955,75,33,116
3956,17,118,29
3957,78,88,83
3958,20,108,80
3959,17,74,71
3960,38,1,31
3961,38,2,127
3962,70,79,16
3963,62,108,99
3964,71,89,110
3965,17,74,121
3966,16,58,14
3967,40,60,20
3968,66,77,99
3969,8,41,48
3970,103,114,43
3971,6,46,19
3972,0,12,98
3973,96,67,108
3974,83,12,75
3975,58,17,43
3976,6,41,86
3977,27,100,16
3978,80,38,1
3979,55,63,37
3980,61,52,66
3981,44,48,9
3982,18,101,105
3983,83,123,44
3984,51,124,30
3985,103,73,44
3986,114,20,101
3987,18,15,24
3988,46,88,57
3989,16,81,73
3990,81,50,17
3991,98,126,15
3992,45,2,85
3993,104,64,113
3994,18,60,98
3995,94,121,53
3996,68,76,121
3997,34,65,46
3998,107,22,34
3999,52,23,85
4000,5,9,44
4001,70,35,74
4002,26,12,111
4003,48,91,113
4004,87,39,14
4005,127,5,110
4006,120,116,22
4007,41,96,19
4008,31,42,3
4009,76,81,68
4010,112,95,20
4011,9,106,73
4012,0,31,103
4013,118,59,23
4014,11,115,17
4015,32,20,110
4016,84,2,23
4017,75,89,66
4018,124,111,67
4019,97,38,111
4020,74,6,58
4021,8,116,24
4022,33,117,100
4023,127,109,18
4024,63,50,38
4025,31,102,47
4026,112,12,26
4027,13,43,52
4028,112,55,14
4029,85,17,105
4030,53,71,90
4031,95,79,80
4032,111,114,26
4033,37,72,29
4034,55,20,93
4035,74,71,24
4036,83,27,67
4037,13,0,26
4038,112,23,103
4039,126,19,82
4040,73,122,94
4041,122,20,118
4042,8,76,89
4043,23,12,63
4044,97,51,84
4045,55,95,70
4046,55,91,39
4047,13,1,22
4048,59,31,38
4049,106,91,17
4050,87,71,104
4051,35,44,22
4052,21,74,113
4053,98,43,124
4054,105,58,124
4055,48,70,38
4056,7,44,55
4057,103,95,24
4058,52,60,115
4059,42,17,117
4060,41,81,54
4061,110,20,98
4062,22,110,55
4063,83,50,95
4064,12,107,26
4065,110,4,37
4066,21,77,122
4067,15,100,65
4068,80,43,54
4069,41,122,76
4070,121,97,65
4071,61,96,67
4072,64,47,110
4073,23,100,92
4074,53,62,0
4075,71,106,73
4076,13,35,72
4077,98,73,70
4078,8,20,106
4079,23,25,1
4080,69,57,114
4081,30,46,61
4082,42,125,49
4083,4,35,109
4084,74,34,69
4085,33,65,105
4086,50,37,57
4087,43,100,36
4088,78,91,15
4089,97,20,67
4090,72,61,10
4091,127,69,36
4092,124,100,111
4093,117,60,108
4094,34,0,86
4095,100,36,57
4096,72,8,109
4097,74,97,58
4098,105,118,16
4099,38,4,84
4100,16,14,59
4101,37,41,55
4102,116,55,72
4103,126,101,43
4104,81,58,113
4105,69,120,96
4106,108,86,124
4107,85,26,74
4108,7,107,103
4109,4,89,39
4110,54,127,6
4111,88,46,52
4112,29,15,119
4113,87,41,103
4114,38,109,127
4115,108,71,95
4116,61,96,94
4117,67,98,74
4118,42,93,76
4119,21,111,87
4120,59,20,47
4121,120,0,47
4122,101,125,68
4123,75,13,5
4124,108,15,5
4125,33,113,70
4126,121,114,29
4127,123,21,51
4128,46,121,61
4129,69,117,62
4130,42,27,113
4131,20,10,119
4132,69,92,42
4133,17,43,122
4134,48,112,110
4135,33,115,88
4136,67,92,80
4137,7,105,50
4138,0,80,61
4139,112,32,83
4140,120,28,16
4141,47,24,83
4142,74,122,92
4143,80,48,79
4144,90,80,54
4145,18,6,64
4146,12,59,27
4147,48,91,67
4148,122,95,99
4149,79,29,13
4150,5,31,85
4151,78,29,20
4152,101,78,56
4153,66,127,18
4154,112,35,68
4155,83,30,123
4156,30,59,70
4157,61,122,21
4158,58,122,19
4159,28,40,2
4160,83,5,14
4161,46,71,58
4162,25,55,36
4163,27,49,62
4164,97,63,117
4165,91,64,48
4166,46,5,73
4167,120,117,37
4168,19,29,78
4169,87,65,22
4170,103,84,31
4171,21,127,76
4172,37,24,97
4173,14,25,112
4174,51,58,64
4175,22,91,6
4176,91,63,122
4177,86,115,70
4178,36,73,86
4179,6,112,85
4180,0,97,62
4181,85,72,1
4182,108,5,32
4183,48,127,21
4184,36,18,71
4185,39,101,7
4186,124,43,65
4187,38,77,57
4188,17,45,12
4189,91,22,68
4190,53,30,127
4191,121,112,47
4192,103,15,66
4193,107,29,82
4194,86,37,79
4195,50,21,28
4196,124,61,47
4197,51,65,91
4198,113,7,125
4199,92,71,110
4200,10,42,27
4201,35,107,120
4202,56,23,116
4203,71,36,75
4204,25,17,42
4205,120,48,0
4206,28,2,85
4207,74,1,94
4208,0,126,32
4209,99,8,116
4210,25,13,6
4211,24,47,53
4212,42,29,37
4213,110,75,119
4214,13,103,120
4215,62,45,111
4216,70,123,61
4217,10,61,71
4218,45,84,67
4219,57,9,68
4220,9,103,67
4221,8,92,4
4222,52,104,103
4223,74,109,81
4224,62,23,124
4225,82,21,36
4226,43,111,6
4227,26,80,126
4228,5,8,103
4229,36,0,10
4230,85,123,62
4231,121,109,2
4232,65,81,120
4233,100,86,39
4234,86,12,101
4235,102,12,89
4236,4,45,97
4237,57,86,65
4238,44,24,122
4239,86,126,93
4240,42,73,35
4241,48,20,32
4242,61,32,5
4243,80,99,125
4244,79,57,34
4245,57,82,48
4246,92,75,71
4247,14,97,6
4248,78,53,12
4249,38,58,71
4250,105,13,66
4251,116,87,109
4252,118,125,100
4253,67,95,123
4254,32,11,87
4255,69,33,94
4256,67,92,121
4257,19,50,7
4258,101,84,6
4259,58,117,72
4260,64,9,82
4261,9,49,91
4262,17,80,88
4263,51,71,45
4264,103,110,58
4265,4,66,31
4266,105,17,28
4267,41,17,1
4268,29,2,74
4269,69,83,114
4270,8,107,52
4271,43,54,32
4272,122,30,54
4273,100,16,69
4274,58,43,11
4275,37,119,2
4276,17,34,46
4277,82,120,76
4278,90,76,17
4279,86,48,100
4280,68,97,72
4281,6,71,21
4282,46,0,28
4283,27,113,44
4284,127,74,83
4285,61,70,80
4286,10,92,87
4287,90,123,102
4288,73,124,119
4289,10,54,39
4290,99,70,76
4291,73,104,90
4292,18,11,82
4293,33,111,127
4294,98,84,13
4295,126,90,40
4296,16,52,36
4297,9,81,49
4298,127,60,115
4299,11,26,119
4300,123,65,103
4301,8,85,77
4302,112,70,45
4303,84,124,30
4304,31,59,39
4305,101,94,79
4306,116,26,47
4307,33,47,99
4308,98,127,37
4309,29,0,48
4310,78,50,82
4311,21,108,75
4312,17,13,56
4313,109,75,87
4314,3,10,41
4315,103,69,25
4316,53,120,17
4317,11,109,56
4318,15,61,54
4319,89,18,28
4320,10,2,101
4321,77,39,16
4322,107,31,32
4323,119,56,41
4324,42,113,15
4325,57,25,103
4326,52,72,43
4327,71,81,127
4328,26,125,43
4329,48,71,91
4330,6,96,125
4331,13,37,69
4332,71,55,59
4333,61,75,20
4334,22,42,98
4335,59,82,34
4336,95,119,27
4337,82,122,113
4338,31,98,44
4339,125,92,79
4340,76,85,92
4341,59,32,85
4342,0,84,17
4343,65,32,55
4344,33,94,112
4345,77,98,120
4346,125,38,101
4347,125,41,39
4348,3,95,28
4349,43,82,111
4350,42,27,127
4351,32,58,112
4352,80,4,43
4353,19,83,46
4354,101,52,43
4355,59,78,71
4356,28,32,119
4357,45,39,48
4358,47,54,90
4359,126,74,68
4360,71,110,45
4361,111,8,99
4362,69,48,18
4363,87,32,45
4364,21,110,117
4365,19,106,13
4366,11,120,25
4367,60,126,102
4368,125,17,28
4369,83,47,117
4370,125,48,22
4371,87,60,65
4372,127,29,59
4373,8,121,52
4374,53,36,126
4375,99,93,58
4376,48,94,124
4377,22,85,123
4378,107,28,121
4379,80,76,47
4380,111,15,55
4381,91,55,1
4382,115,61,101
4383,106,102,59
4384,91,109,63
4385,57,97,32
4386,16,59,3
4387,55,46,71
4388,34,106,94
4389,100,11,41
4390,18,13,89
4391,64,17,102
4392,100,116,40
4393,5,10,93
4394,91,65,1
4395,86,34,56
4396,29,11,64
4397,124,15,85
4398,92,10,45
4399,115,0,125
4400,4,93,24
4401,127,86,91
4402,99,27,57
4403,73,66,57
4404,68,30,46
4405,111,56,48
4406,43,84,2
4407,26,79,10
4408,29,3,106
4409,123,74,9
4410,82,75,7
4411,110,121,101
4412,16,114,86
4413,38,29,123
4414,19,13,67
4415,111,86,30
4416,52,69,102
4417,105,82,90
4418,125,41,105
4419,39,116,14
4420,100,1,15
4421,118,25,97
4422,98,89,87
4423,114,125,37
4424,105,113,70
4425,18,28,92
4426,75,49,3
4427,3,32,24
4428,118,98,108
4429,51,101,28
4430,63,114,98
4431,86,34,49
4432,89,82,60
4433,105,27,120
4434,3,57,106
4435,64,120,93
4436,51,114,42
4437,79,89,41
4438,16,75,57
4439,41,97,85
4440,62,78,94
4441,31,108,96
4442,19,92,44
4443,68,116,22
4444,102,126,107
4445,97,85,75
4446,80,96,109
4447,43,39,107
4448,95,42,81
4449,113,34,12
4450,57,11,1
4451,116,1,35
4452,106,33,119
4453,36,49,90
4454,73,21,24
4455,53,32,77
4456,85,58,89
4457,55,85,74
4458,110,79,114
4459,30,108,119
4460,42,100,56
4461,106,52,91
4462,118,9,82
4463,122,114,53
4464,125,13,40
4465,7,89,116
4466,22,56,4
4467,40,66,88
4468,66,53,20
4469,76,4,87
4470,94,116,0
4471,32,68,13
4472,18,104,123
4473,99,20,12
4474,24,13,21
4475,116,1,89
4476,15,74,43
4477,96,91,16
4478,45,54,89
4479,1,86,30
4480,65,77,21
4481,120,24,84
4482,51,113,111
4483,78,91,106
4484,122,65,103
4485,35,107,29
4486,83,74,15
4487,11,85,73
4488,52,82,62
4489,65,57,24
4490,94,46,74
4491,108,125,0
4492,21,45,74
4493,27,44,21
4494,118,25,104
4495,5,61,25
4496,58,24,36
4497,82,115,92
4498,105,26,18
4499,21,29,92
4500,52,112,76
4501,18,68,87
4502,5,10,95
4503,70,72,23
4504,11,103,67
4505,52,104,115
4506,9,16,124
4507,14,74,102
4508,91,65,15
4509,105,4,102
4510,40,105,49
4511,95,35,80
4512,17,116,73
4513,76,33,57
4514,67,117,31
4515,3,94,117
4516,64,87,78
4517,32,63,96
4518,44,10,124
4519,102,88,16
4520,127,32,63
4521,51,86,42
4522,24,12,4
4523,81,95,5
4524,17,35,82
4525,114,91,104
4526,18,26,12
4527,102,85,77
4528,110,37,50
4529,45,21,55
4530,83,104,74
4531,100,119,57
4532,6,91,17
4533,34,4,45
4534,92,110,48
4535,82,70,47
4536,51,115,44
4537,4,95,124
4538,105,101,61
4539,8,1,71
4540,35,7,92
4541,82,25,22
4542,53,89,117
4543,9,87,54
4544,66,109,83
4545,35,120,49
4546,51,13,79
4547,30,37,7
4548,67,37,0
4549,99,104,113
4550,44,122,32
4551,105,103,60
4552,34,59,67
4553,31,99,118
4554,116,92,38
4555,13,96,2
4556,106,7,115
4557,52,45,77
4558,55,72,86
4559,105,20,114
4560,72,93,30
4561,24,18,83
4562,2,21,14
4563,33,10,43
4564,37,24,87
4565,100,34,63
4566,30,15,68
4567,103,43,19
4568,0,18,52
4569,18,103,13
4570,78,46,84
4571,7,40,15
4572,80,26,92
4573,65,113,74
4574,13,64,93
4575,52,12,119
4576,76,71,118
4577,110,80,44
4578,82,47,121
4579,61,50,16
4580,89,123,29
4581,32,18,14
4582,29,5,61
4583,100,49,92
4584,96,55,56
4585,108,11,66
4586,29,108,65
4587,102,110,82
4588,14,98,35
4589,116,49,37
4590,24,93,75
4591,24,99,124
4592,86,117,71
4593,46,51,38
4594,35,48,22
4595,18,81,61
4596,93,7,112
4597,40,85,75
4598,122,50,97
4599,92,14,118
4600,51,75,44
4601,0,58,75
4602,16,48,3
4603,64,115,37
4604,15,2,23
4605,49,71,106
4606,56,49,119
4607,89,14,109
4608,31,15,68
4609,9,44,55
4610,74,21,108
4611,59,48,127
4612,96,23,65
4613,88,43,1
4614,122,36,6
4615,4,74,18
4616,37,124,101
4617,118,107,71
4618,110,41,76
4619,103,26,48
4620,97,106,10
4621,22,8,97
4622,96,116,3
4623,66,118,87
4624,49,37,68
4625,97,54,79
4626,29,110,67
4627,96,112,43
4628,97,108,40
4629,109,13,64
4630,95,6,80
4631,83,71,91
4632,122,119,108
4633,99,114,79
4634,89,83,3
4635,43,18,69
4636,110,62,5
4637,79,94,64
4638,84,31,6
4639,72,14,71
4640,18,104,112
4641,36,52,81
4642,29,9,89
4643,63,13,65
4644,5,25,96
4645,0,68,84
4646,2,81,64
4647,1,62,125
4648,55,105,76
4649,15,114,36
4650,5,98,43
4651,0,10,16
4652,103,83,74
4653,11,18,107
4654,0,119,97
4655,88,86,103
4656,98,45,91
4657,63,35,123
4658,2,84,111
4659,15,106,41
4660,25,76,34
4661,69,115,73
4662,58,71,86
4663,20,62,52
4664,40,54,29
4665,62,74,83
4666,121,63,115
4667,46,83,0
4668,67,12,24
4669,19,35,28
4670,8,24,51
4671,15,23,61
4672,50,66,10
4673,94,116,70
4674,70,81,95
4675,2,53,112
4676,12,58,50
4677,62,23,90
4678,107,12,93
4679,85,114,68
4680,42,95,60
4681,127,96,40
4682,40,26,69
4683,127,12,28
4684,106,56,95
4685,123,119,92
4686,117,125,66
4687,90,57,54
4688,115,31,47
4689,1,66,59
4690,69,105,54
4691,55,96,79
4692,3,45,94
4693,76,4,116
4694,22,113,71
4695,8,110,103
4696,95,42,100
4697,97,105,42
4698,121,35,57
4699,16,38,69
4700,81,62,116
4701,39,64,104
4702,101,11,81
4703,50,77,40
4704,63,76,47
4705,10,93,30
4706,11,89,66
4707,66,107,127
4708,37,63,41
4709,82,103,63
4710,38,47,122
4711,79,60,53
4712,85,23,10
4713,23,63,105
4714,104,102,72
4715,2,123,69
4716,97,83,32
4717,14,94,25
4718,58,122,114
4719,41,108,122
4720,118,110,25
4721,18,28,118
4722,70,94,107
4723,62,1,75
4724,78,15,52
4725,105,120,99
4726,79,107,118
4727,112,75,106
4728,50,61,32
4729,61,24,47
4730,19,13,127
4731,81,59,29
4732,42,123,12
4733,55,35,106
4734,69,1,105
4735,74,7,102
4736,106,115,79
4737,99,28,126
4738,91,9,126
4739,72,17,119
4740,40,86,7
4741,75,39,66
4742,11,68,39
4743,66,94,96
4744,103,114,67
4745,29,44,17
4746,71,74,92
4747,37,29,15
4748,29,11,73
4749,114,104,46
4750,42,113,28
4751,81,72,92
4752,87,75,71
4753,85,17,33
4754,25,18,57
4755,32,112,94
4756,55,46,64
4757,44,109,51
4758,33,122,40
4759,94,24,96
