Input, OSD0, OSD1, OSD2
7866,49,72,56
7867,30,45,3
7868,50,39,30
7869,14,26,41
7870,4,10,111
7871,40,61,49
7872,72,85,99
7873,8,108,5
7874,108,124,101
7875,117,109,99
7876,20,108,127
7877,117,31,47
7878,97,59,8
7879,6,118,104
7880,26,92,15
7881,25,11,70
7882,75,92,117
7883,67,32,50
7884,124,12,108
7885,127,17,113
7886,118,103,8
7887,35,81,60
7888,28,1,8
7889,63,83,119
7890,77,91,57
7891,92,65,32
7892,8,2,49
7893,111,102,94
7894,60,48,13
7895,43,78,111
7896,60,109,41
7897,102,10,52
7898,28,81,64
7899,54,108,87
7900,102,56,106
7901,60,99,6
7902,30,10,43
7903,121,17,14
7904,11,39,0
7905,46,66,2
7906,60,22,105
7907,57,32,106
7908,52,64,9
7909,95,59,64
7910,72,111,57
7911,37,102,3
7912,6,25,122
7913,1,125,76
7914,80,21,45
7915,90,44,65
7916,48,60,74
7917,18,15,111
7918,85,3,60
7919,50,26,123
7920,118,101,65
7921,120,0,41
7922,46,120,34
7923,68,47,98
7924,83,19,109
7925,108,28,89
7926,107,94,54
7927,48,31,17
7928,53,66,43
7929,19,124,81
7930,20,124,24
7931,16,6,8
7932,3,55,78
7933,15,43,22
7934,66,123,12
7935,67,22,53
7936,15,30,119
7937,22,127,11
7938,104,47,101
7939,0,95,64
7940,57,83,19
7941,32,115,56
7942,14,45,29
7943,88,27,105
7944,32,59,90
7945,75,111,71
7946,126,104,62
7947,61,114,104
7948,25,91,107
7949,15,62,50
7950,33,44,19
7951,118,14,55
7952,108,21,113
7953,48,74,0
7954,127,35,104
7955,116,7,9
7956,53,101,25
7957,121,69,0
7958,74,108,54
7959,104,63,76
7960,5,67,116
7961,9,70,46
7962,24,86,89
7963,48,122,20
7964,15,37,7
7965,104,19,120
7966,90,9,24
7967,9,7,93
7968,19,6,66
7969,116,28,56
7970,116,27,65
7971,28,59,13
7972,47,72,56
7973,98,116,22
7974,32,77,71
7975,58,64,3
7976,58,103,11
7977,91,5,123
7978,101,107,2
7979,112,13,109
7980,79,84,89
7981,90,39,118
7982,42,71,34
7983,94,68,4
7984,26,8,21
7985,62,38,105
7986,32,4,10
7987,121,101,61
7988,12,5,62
7989,17,58,84
7990,97,46,61
7991,28,39,61
7992,17,2,11
7993,21,34,68
7994,64,76,122
7995,102,65,31
7996,2,12,25
7997,69,126,112
7998,67,60,28
7999,106,9,24
8000,118,57,96
8001,87,91,69
8002,43,78,32
8003,113,111,44
8004,74,52,70
8005,27,41,76
8006,31,5,58
8007,71,43,8
8008,40,63,29
8009,70,59,10
8010,55,77,98
8011,81,104,18
8012,18,95,74
8013,11,118,43
8014,53,42,113
8015,31,36,72
8016,17,64,4
8017,19,14,100
8018,57,33,72
8019,54,112,32
8020,28,84,97
8021,13,18,49
8022,98,61,112
8023,43,114,82
8024,95,71,78
8025,96,33,52
8026,44,38,88
8027,61,121,98
8028,106,9,73
8029,5,38,47
8030,12,21,7
8031,76,107,10
8032,78,43,64
8033,75,68,41
8034,12,85,107
8035,0,19,15
8036,8,41,54
8037,12,90,116
8038,92,27,81
8039,124,54,104
8040,50,112,95
8041,72,124,44
8042,26,45,78
8043,80,89,72
8044,54,62,44
8045,111,29,7
8046,70,101,125
8047,34,65,30
8048,11,17,2
8049,47,30,67
8050,12,25,21
8051,110,66,92
8052,69,118,23
8053,28,114,127
8054,36,95,87
8055,104,4,79
8056,78,60,12
8057,113,50,109
8058,26,23,36
8059,118,69,107
8060,113,99,40
8061,121,116,11
8062,4,16,49
8063,110,121,119
8064,84,123,2
8065,75,14,121
8066,2,13,125
8067,38,56,23
8068,38,23,77
8069,70,31,40
8070,19,103,1
8071,75,117,85
8072,38,82,76
8073,33,95,18
8074,5,68,91
8075,95,60,7
8076,86,100,114
8077,123,105,81
8078,21,87,25
8079,80,46,31
8080,20,50,14
8081,71,106,95
8082,41,80,72
8083,25,33,77
8084,58,98,109
8085,26,96,3
8086,55,58,31
8087,123,88,28
8088,100,1,57
8089,36,19,71
8090,94,100,23
8091,63,122,111
8092,51,1,70
8093,117,92,38
8094,86,118,127
8095,81,109,10
8096,53,38,8
8097,127,41,57
8098,95,118,82
8099,55,12,80
8100,124,18,85
8101,74,20,115
8102,42,99,93
8103,30,125,4
8104,6,45,18
8105,114,77,109
8106,109,46,32
8107,95,44,57
8108,110,48,69
8109,51,6,84
8110,48,58,84
8111,46,67,93
8112,20,39,95
8113,70,41,50
8114,94,66,22
8115,85,30,52
8116,23,65,116
8117,53,14,40
8118,10,94,40
8119,73,101,110
8120,46,62,55
8121,57,123,106
8122,101,49,8
8123,18,77,40
8124,40,49,101
8125,103,113,61
8126,27,33,54
8127,123,35,75
8128,105,44,37
8129,33,86,9
8130,83,16,34
8131,29,14,57
8132,24,76,9
8133,51,79,97
8134,76,58,69
8135,36,120,57
8136,2,93,24
8137,98,35,111
8138,8,1,106
8139,67,25,126
8140,22,47,77
8141,127,76,107
8142,9,2,115
8143,118,120,37
8144,124,98,37
8145,30,52,110
8146,123,101,55
8147,54,96,45
8148,15,2,29
8149,42,105,52
8150,45,98,27
8151,79,23,49
8152,95,48,40
8153,92,41,22
8154,102,71,112
8155,99,124,71
8156,106,64,47
8157,117,58,87
8158,75,5,12
8159,92,105,101
8160,67,53,9
8161,48,72,43
8162,107,60,87
8163,81,17,58
8164,22,111,4
8165,94,74,102
8166,88,34,13
8167,69,125,72
8168,25,51,108
8169,24,106,101
8170,92,125,82
8171,125,30,99
8172,108,71,115
8173,44,49,125
8174,80,114,106
8175,47,112,84
8176,77,116,126
8177,95,106,65
8178,106,62,41
8179,122,112,73
8180,90,18,85
8181,84,76,22
8182,0,54,65
8183,66,18,112
8184,56,18,87
8185,127,50,119
8186,78,33,102
8187,123,67,33
8188,61,69,30
8189,39,92,42
8190,26,74,93
8191,122,51,63
8192,15,123,56
8193,51,99,27
8194,88,12,23
8195,27,79,56
8196,75,22,80
8197,60,4,124
8198,93,47,119
8199,58,103,26
8200,67,56,94
8201,127,2,33
8202,90,107,116
8203,55,111,99
8204,42,63,37
8205,126,20,27
8206,63,67,0
8207,80,38,18
8208,17,5,36
8209,80,105,59
8210,57,121,46
8211,29,21,75
8212,40,27,63
8213,60,22,67
8214,76,14,58
8215,29,32,13
8216,104,17,82
8217,51,62,93
8218,79,127,22
8219,38,22,71
8220,16,3,75
8221,23,58,46
8222,92,30,121
8223,63,93,125
8224,87,38,31
8225,69,12,0
8226,47,79,122
8227,70,21,122
8228,60,66,38
8229,25,81,99
8230,76,26,38
8231,26,94,119
8232,58,101,47
8233,98,66,33
8234,60,110,116
8235,61,29,53
8236,49,18,75
8237,2,34,26
8238,43,111,82
8239,58,94,52
8240,10,126,61
8241,1,39,90
8242,98,62,2
8243,120,52,114
8244,83,106,78
8245,61,2,37
8246,27,44,98
8247,12,97,92
8248,4,112,89
8249,62,77,7
8250,55,67,84
8251,26,126,113
8252,124,94,107
8253,113,5,84
8254,61,36,21
8255,42,28,101
8256,65,9,7
8257,43,118,75
8258,37,83,21
8259,87,25,104
8260,43,104,5
8261,50,35,58
8262,67,102,19
8263,45,35,48
8264,25,87,108
8265,107,87,95
8266,107,82,115
8267,68,16,116
8268,38,67,2
8269,111,44,98
8270,73,84,25
8271,27,2,96
8272,126,56,21
8273,9,86,92
8274,75,12,43
8275,88,29,81
8276,51,85,46
8277,57,74,71
8278,69,89,39
8279,14,62,53
8280,55,98,40
8281,57,38,41
8282,111,48,126
8283,68,36,23
8284,5,34,54
8285,10,122,37
8286,66,50,33
8287,20,56,55
8288,20,14,89
8289,17,27,85
8290,9,2,20
8291,7,105,30
8292,61,119,94
8293,28,74,118
8294,68,74,53
8295,11,67,78
8296,126,72,33
8297,81,77,62
8298,85,78,5
8299,99,29,69
8300,83,13,30
8301,44,48,69
8302,68,55,113
8303,37,91,74
8304,41,95,70
8305,101,120,90
8306,94,12,117
8307,63,48,42
8308,0,72,123
8309,94,24,40
8310,60,48,41
8311,108,114,127
8312,10,104,48
8313,16,87,68
8314,65,16,72
8315,104,28,4
8316,59,39,41
8317,49,119,2
8318,47,71,0
8319,28,123,15
8320,70,50,113
8321,45,71,48
8322,72,111,71
8323,82,51,23
8324,70,109,13
8325,100,115,5
8326,3,18,68
8327,14,66,43
8328,103,118,46
8329,47,18,2
8330,82,64,1
8331,61,7,31
8332,77,120,48
8333,52,87,0
8334,83,77,92
8335,113,104,18
8336,61,26,127
8337,112,65,78
8338,16,32,120
8339,95,7,125
8340,47,106,73
8341,115,75,22
8342,21,101,58
8343,86,92,79
8344,65,112,79
8345,49,80,37
8346,90,119,102
8347,120,89,11
8348,124,83,90
8349,63,41,29
8350,34,101,30
8351,33,59,40
8352,114,100,125
8353,64,77,56
8354,73,0,36
8355,31,52,15
8356,83,119,2
8357,36,63,78
8358,52,102,42
8359,91,77,70
8360,50,124,118
8361,96,75,119
8362,42,75,63
8363,0,125,8
8364,55,120,65
8365,117,34,111
8366,102,113,44
8367,97,126,79
8368,100,51,5
8369,58,91,116
8370,67,21,41
8371,75,60,101
8372,17,115,59
8373,116,4,89
8374,75,5,90
8375,51,99,5
8376,73,126,67
8377,35,47,75
8378,59,73,90
8379,35,117,64
8380,70,118,103
8381,69,35,60
8382,94,57,54
8383,19,91,120
8384,109,61,35
8385,25,73,1
8386,17,51,5
8387,86,20,0
8388,63,36,64
8389,8,35,95
8390,105,7,18
8391,1,40,56
8392,97,120,64
8393,71,108,55
8394,51,40,86
8395,70,46,14
8396,17,70,63
8397,118,1,76
8398,14,115,62
8399,111,34,9
8400,55,103,68
8401,91,16,110
8402,51,24,33
8403,90,55,69
8404,46,28,21
8405,17,59,123
8406,37,6,111
8407,62,22,14
8408,68,105,116
8409,74,111,12
8410,59,97,32
8411,48,69,78
8412,27,102,125
8413,38,28,72
8414,95,120,103
8415,18,68,127
8416,15,5,114
8417,41,77,58
8418,119,35,42
8419,109,6,95
8420,99,76,6
8421,70,118,92
8422,33,84,30
8423,3,101,115
8424,74,48,68
8425,26,33,63
8426,76,22,124
8427,57,48,91
8428,45,37,2
8429,69,19,84
8430,108,113,56
8431,92,58,12
8432,64,91,78
8433,37,107,98
8434,8,41,119
8435,54,28,68
8436,90,0,67
8437,86,62,110
8438,12,100,22
8439,127,7,112
8440,67,81,50
8441,67,38,81
8442,89,61,125
8443,57,98,55
8444,15,65,53
8445,58,104,68
8446,113,8,126
8447,45,53,24
8448,34,44,80
8449,20,5,123
8450,115,21,42
8451,69,102,83
8452,100,53,27
8453,93,38,49
8454,3,112,45
8455,15,121,52
8456,37,76,121
8457,73,114,7
8458,64,43,55
8459,11,83,47
8460,24,89,97
8461,120,49,37
8462,95,37,108
8463,21,7,76
8464,47,79,23
8465,68,122,94
8466,68,98,125
8467,2,19,32
8468,105,99,1
8469,79,94,40
8470,19,119,59
8471,114,98,49
8472,84,32,73
8473,42,103,5
8474,10,110,20
8475,64,4,15
8476,123,64,0
8477,63,103,87
8478,119,60,95
8479,112,79,104
8480,84,72,117
8481,65,90,45
8482,73,84,119
8483,88,97,111
8484,72,108,15
8485,74,2,22
8486,62,41,11
8487,7,88,64
8488,31,33,50
8489,124,3,98
8490,84,72,92
8491,123,45,100
8492,74,40,18
8493,86,52,6
8494,4,44,105
8495,79,48,60
8496,103,12,19
8497,6,62,64
8498,98,83,28
8499,2,24,71
8500,118,95,4
8501,58,110,94
8502,94,68,84
8503,116,124,104
8504,37,61,43
8505,64,55,9
8506,51,121,117
8507,10,51,110
8508,29,10,64
8509,127,28,102
8510,83,79,64
8511,60,108,98
8512,96,9,44
8513,113,105,1
8514,48,115,88
8515,74,40,94
8516,90,54,108
8517,22,80,55
8518,44,28,32
8519,20,5,35
8520,106,52,81
8521,42,119,120
8522,46,85,11
8523,37,126,43
8524,120,16,100
8525,53,114,123
8526,101,2,68
8527,24,88,1
8528,40,57,35
8529,70,76,101
8530,26,9,7
8531,11,53,7
8532,54,9,46
8533,74,42,64
8534,77,108,12
8535,10,54,84
8536,45,76,113
8537,58,76,55
8538,125,111,15
8539,50,81,88
8540,66,0,120
8541,92,126,58
8542,109,5,121
8543,42,82,39
8544,79,82,45
8545,40,54,115
8546,124,31,4
8547,64,30,11
8548,56,43,32
8549,95,43,30
8550,1,40,106
8551,1,71,17
8552,6,86,109
8553,113,102,42
8554,50,118,62
8555,78,66,103
8556,23,29,43
8557,118,55,90
8558,90,76,0
8559,7,11,61
8560,44,6,73
8561,27,83,90
8562,57,119,41
8563,14,86,20
8564,32,57,16
8565,16,116,54
8566,61,96,4
8567,10,61,111
8568,123,41,82
8569,7,42,27
8570,127,96,26
8571,91,72,96
8572,49,8,115
8573,9,67,37
8574,77,71,42
8575,2,123,59
8576,6,8,99
8577,78,10,101
8578,107,61,85
8579,70,46,9
8580,32,14,48
8581,108,14,53
8582,96,25,11
8583,76,105,81
8584,66,31,75
8585,28,37,98
8586,27,55,84
8587,31,63,94
8588,79,56,96
8589,103,11,39
8590,85,69,13
8591,52,62,85
8592,43,100,33
8593,63,82,70
8594,8,35,28
8595,64,79,81
8596,55,85,26
8597,9,89,46
8598,10,68,41
8599,60,95,73
8600,0,108,71
8601,91,49,124
8602,5,55,75
8603,50,72,43
8604,1,82,12
8605,47,106,103
8606,112,92,108
8607,19,113,97
8608,94,77,32
8609,37,116,4
8610,26,96,122
8611,52,20,15
8612,19,80,28
8613,124,29,110
8614,76,90,83
8615,105,103,84
8616,11,98,21
8617,60,77,110
8618,47,94,52
8619,52,23,127
8620,61,9,38
8621,20,109,65
8622,48,39,41
8623,78,6,65
8624,32,106,4
8625,0,123,104
8626,108,120,64
8627,70,57,26
8628,115,59,36
8629,37,94,84
8630,96,125,80
8631,77,125,55
8632,69,43,23
8633,56,121,96
8634,5,118,11
8635,61,74,85
8636,41,12,78
8637,89,35,49
8638,125,32,46
8639,116,21,60
8640,21,15,81
8641,79,9,47
8642,75,50,43
8643,87,41,109
8644,44,9,0
8645,92,17,105
8646,107,48,122
8647,127,94,4
8648,124,17,6
8649,35,16,71
8650,30,34,44
8651,45,60,106
8652,93,68,106
8653,33,121,62
8654,11,17,95
8655,93,0,72
8656,42,17,97
8657,65,27,97
8658,39,20,76
8659,57,114,81
8660,52,69,78
8661,113,5,110
8662,31,51,39
8663,0,38,105
8664,92,3,38
8665,26,112,59
8666,34,18,57
8667,17,108,24
8668,119,108,63
8669,59,103,125
8670,29,113,13
8671,75,24,122
8672,79,27,57
8673,84,50,118
8674,62,3,107
8675,99,114,3
8676,34,77,63
8677,46,116,111
8678,99,93,58
8679,11,6,104
8680,32,68,82
8681,83,93,109
8682,65,35,74
8683,92,4,25
8684,82,117,76
8685,50,73,58
8686,31,13,108
8687,10,27,124
8688,46,125,89
8689,54,19,82
8690,114,71,42
8691,95,65,103
8692,22,33,2
8693,61,24,15
8694,43,16,108
8695,64,84,25
8696,3,53,24
8697,34,115,54
8698,123,90,109
8699,31,52,106
8700,109,44,12
8701,52,46,35
8702,2,63,117
8703,43,113,81
8704,65,63,46
8705,35,83,75
8706,89,65,43
8707,43,74,84
8708,35,78,54
8709,12,99,105
8710,123,12,32
8711,41,92,99
8712,92,120,14
8713,30,20,97
8714,98,48,29
8715,36,65,97
8716,95,25,110
8717,82,113,60
8718,56,53,2
8719,6,59,17
8720,52,95,27
8721,103,26,69
8722,19,10,1
8723,23,117,72
8724,59,51,70
8725,90,86,127
8726,18,75,46
8727,63,24,80
8728,91,97,31
8729,44,114,84
8730,90,9,0
8731,56,84,110
8732,86,49,89
8733,65,50,24
8734,104,33,0
8735,41,95,110
8736,23,94,1
8737,86,116,25
8738,122,58,2
8739,15,98,59
8740,6,110,49
8741,42,25,3
8742,0,66,102
8743,100,9,57
8744,70,19,49
8745,97,51,127
8746,105,122,46
8747,0,105,121
8748,81,5,74
8749,111,40,83
8750,10,96,115
8751,14,33,101
8752,31,66,123
8753,110,62,53
8754,102,42,65
8755,24,48,81
8756,4,49,92
8757,77,52,93
8758,80,2,90
8759,28,5,78
8760,124,30,40
8761,46,18,80
8762,8,121,32
8763,39,62,104
8764,27,64,88
8765,76,81,66
8766,26,22,124
8767,81,92,78
8768,37,9,78
8769,33,90,85
8770,99,57,117
8771,78,48,85
8772,70,110,31
8773,58,104,98
8774,75,66,106
8775,91,123,19
8776,52,15,5
8777,17,42,66
8778,56,111,86
8779,79,81,30
8780,118,39,93
8781,50,98,124
8782,56,85,102
8783,86,11,113
8784,35,2,47
8785,97,1,76
8786,124,72,83
8787,25,84,89
8788,15,23,97
8789,124,107,35
8790,18,85,61
8791,93,126,58
8792,28,56,50
8793,18,12,54
8794,94,116,28
8795,17,77,89
8796,41,32,55
8797,16,125,38
8798,8,33,110
8799,57,13,123
8800,127,15,30
8801,93,66,74
8802,65,93,107
8803,118,47,57
8804,13,118,26
8805,82,61,15
8806,63,2,40
8807,10,99,112
8808,1,57,23
8809,80,121,55
8810,54,89,116
8811,53,102,108
8812,5,82,76
8813,118,70,107
8814,4,48,73
8815,78,105,15
8816,64,105,43
8817,1,25,43
8818,8,72,58
8819,26,84,68
8820,92,25,65
8821,100,87,43
8822,104,36,66
8823,89,63,31
8824,6,26,115
8825,90,36,65
8826,41,59,64
8827,40,83,31
8828,50,89,83
8829,99,1,94
8830,7,118,73
8831,61,119,37
8832,67,120,112
8833,123,5,54
8834,91,20,42
8835,82,123,59
8836,64,87,125
8837,86,64,11
8838,107,42,77
8839,83,42,107
8840,110,91,41
8841,99,94,121
8842,94,59,107
8843,48,107,96
8844,41,31,104
8845,87,113,23
8846,61,108,92
8847,118,95,123
8848,95,65,58
8849,38,56,121
8850,112,87,93
8851,75,123,110
8852,73,102,32
8853,22,96,41
8854,108,89,71
8855,45,97,39
8856,102,111,66
8857,14,59,86
8858,59,7,29
8859,33,103,50
8860,93,75,110
8861,51,41,6
8862,102,7,111
8863,79,40,94
8864,33,24,61
8865,12,68,117
8866,42,53,85
8867,94,52,43
8868,56,25,40
8869,38,70,49
8870,85,92,116
8871,35,96,2
8872,72,93,18
8873,82,91,24
8874,88,5,87
8875,88,87,70
8876,101,20,74
8877,0,61,127
8878,123,35,96
8879,32,53,118
8880,79,68,50
8881,96,0,13
8882,47,38,64
8883,39,18,15
8884,77,98,23
8885,28,42,86
8886,9,120,116
8887,104,114,97
8888,109,122,68
8889,61,18,37
8890,44,101,124
8891,97,2,127
8892,121,15,51
8893,10,63,102
8894,41,96,57
8895,37,118,26
8896,126,13,108
8897,52,10,113
8898,120,21,27
8899,108,76,25
8900,74,92,67
8901,53,60,112
8902,45,72,57
8903,106,82,127
8904,95,28,61
8905,5,110,30
8906,81,57,22
8907,105,123,96
8908,14,49,35
8909,29,46,62
8910,37,49,57
8911,53,89,97
8912,112,127,97
8913,105,12,45
8914,124,55,18
8915,7,43,124
8916,95,127,109
8917,1,50,17
8918,55,92,46
8919,14,90,118
8920,11,20,36
8921,12,80,95
8922,40,33,90
8923,21,106,37
8924,91,123,31
8925,50,36,24
8926,48,9,57
8927,74,16,6
8928,0,53,83
8929,66,1,31
8930,23,5,9
8931,1,67,98
8932,7,38,119
8933,28,9,18
8934,101,126,110
8935,9,22,86
8936,7,62,99
8937,47,2,39
8938,110,125,56
8939,99,104,74
8940,110,15,22
8941,70,3,18
8942,95,1,15
8943,57,78,118
8944,103,77,37
8945,62,24,36
8946,94,29,6
8947,117,107,45
8948,100,116,65
8949,21,125,32
8950,118,46,70
8951,114,89,125
8952,18,43,62
8953,76,4,37
8954,61,31,7
8955,25,19,36
8956,60,83,49
8957,72,50,123
8958,1,35,64
8959,31,64,17
8960,26,39,0
8961,63,127,64
8962,17,113,102
8963,48,32,12
8964,90,109,122
8965,35,115,31
8966,83,98,36
8967,2,99,9
8968,92,107,97
8969,5,85,57
8970,84,68,10
8971,69,13,36
8972,126,107,35
8973,72,59,90
8974,90,19,47
8975,56,46,1
8976,48,76,106
8977,73,112,28
8978,13,108,121
8979,6,8,19
8980,97,29,58
8981,89,101,107
8982,116,60,124
8983,48,85,42
8984,27,110,114
8985,75,118,52
8986,54,90,22
8987,23,39,123
8988,60,105,70
8989,86,89,74
8990,120,68,49
8991,0,103,28
8992,38,0,29
8993,24,66,45
8994,8,56,43
8995,14,102,126
8996,47,29,76
8997,27,33,21
8998,87,71,15
8999,31,65,86
9000,102,73,2
9001,101,70,42
9002,105,26,73
9003,53,114,35
9004,54,25,96
9005,92,78,38
9006,67,117,77
9007,63,82,32
9008,35,120,53
9009,48,21,125
9010,43,6,78
9011,39,76,45
9012,82,35,66
9013,99,115,39
9014,25,100,79
9015,78,69,86
9016,52,45,91
9017,3,113,109
9018,76,118,18
9019,60,39,53
9020,60,109,44
9021,46,98,62
9022,118,39,75
9023,52,4,94
9024,84,95,125
9025,34,55,105
9026,50,63,127
9027,86,91,60
9028,65,38,44
9029,106,70,98
9030,109,67,90
9031,109,114,1
9032,0,28,63
9033,42,32,97
9034,44,62,110
9035,26,20,62
9036,112,40,85
9037,42,70,72
9038,20,73,95
9039,16,6,67
9040,71,60,125
9041,51,37,95
9042,30,23,67
9043,41,101,106
9044,29,72,19
9045,46,70,11
9046,39,52,104
9047,21,89,58
9048,93,49,110
9049,54,68,72
9050,118,55,99
9051,58,13,55
9052,31,7,45
9053,13,34,124
9054,100,60,41
9055,42,127,108
9056,33,94,1
9057,30,55,7
9058,4,59,22
9059,97,37,70
9060,82,104,93
9061,1,74,13
9062,91,81,55
9063,2,10,53
9064,72,59,100
9065,104,97,17
9066,29,23,121
9067,31,21,46
9068,78,112,36
9069,49,38,41
9070,90,11,36
9071,76,34,80
9072,67,32,120
9073,1,16,127
9074,125,39,22
9075,90,81,79
9076,49,103,11
9077,66,72,92
9078,23,125,89
9079,58,119,2
9080,79,100,57
9081,16,57,95
9082,80,1,55
9083,104,91,112
9084,51,66,76
9085,11,120,63
9086,101,81,107
9087,114,8,95
9088,99,8,32
9089,84,64,21
9090,50,95,46
9091,60,47,13
9092,59,34,13
9093,121,49,5
9094,124,39,45
9095,3,17,39
9096,99,53,28
9097,37,86,66
9098,8,74,69
9099,100,64,1
9100,33,41,58
9101,30,124,48
9102,85,69,51
9103,19,26,122
9104,58,120,24
9105,40,25,32
9106,87,33,58
9107,62,94,104
9108,30,19,113
9109,71,20,30
9110,90,97,114
9111,14,85,64
9112,68,127,109
9113,22,106,78
9114,44,81,57
9115,8,19,83
9116,6,63,52
9117,76,123,55
9118,71,6,95
9119,93,108,127
9120,8,110,45
9121,21,33,1
9122,118,47,1
9123,48,98,9
9124,127,101,73
9125,74,82,69
9126,28,117,15
9127,124,13,97
9128,47,20,35
9129,23,97,49
9130,1,40,121
9131,99,30,21
9132,67,118,36
9133,49,59,113
9134,80,6,14
9135,115,41,38
9136,80,78,91
9137,22,112,125
9138,70,35,41
9139,56,51,127
9140,67,52,56
9141,30,9,32
9142,11,1,99
9143,60,43,75
9144,54,112,94
9145,51,114,36
9146,82,56,33
9147,104,66,18
9148,75,13,81
9149,104,52,114
9150,65,22,123
9151,109,60,43
9152,116,74,39
9153,90,14,0
9154,45,124,53
9155,70,53,103
9156,49,73,9
9157,94,36,124
9158,120,47,6
9159,126,0,9
9160,0,70,57
9161,116,111,78
9162,122,97,1
9163,30,107,13
9164,30,126,86
9165,66,115,46
9166,118,69,121
9167,104,120,119
9168,43,110,125
9169,51,46,107
9170,16,125,115
9171,39,109,3
9172,48,23,123
9173,2,68,33
9174,23,11,127
9175,32,109,89
9176,117,77,59
9177,26,105,77
9178,93,86,2
9179,107,1,29
9180,94,8,108
9181,59,79,123
9182,87,34,25
9183,10,95,87
9184,37,48,92
9185,99,61,7
9186,75,94,57
9187,89,9,21
9188,82,77,20
9189,31,10,3
9190,9,76,100
9191,111,32,58
9192,63,122,117
9193,4,17,45
9194,92,87,1
9195,38,109,17
9196,121,92,107
9197,70,31,123
9198,95,66,63
9199,113,85,45
9200,70,19,28
9201,8,29,40
9202,105,90,97
9203,61,116,126
9204,89,30,40
9205,6,18,120
9206,82,16,37
9207,81,73,106
9208,80,69,19
9209,105,100,77
9210,70,55,26
9211,90,39,72
9212,21,91,15
9213,107,89,42
9214,8,36,90
9215,96,125,76
9216,47,68,93
9217,10,126,59
9218,119,110,35
9219,86,61,45
9220,6,47,9
9221,60,33,79
9222,6,54,35
9223,83,116,76
9224,0,49,109
9225,85,95,114
9226,27,54,45
9227,47,63,0
9228,81,89,104
9229,117,126,43
9230,51,25,19
9231,121,100,105
9232,107,39,18
9233,12,120,115
9234,73,85,50
9235,94,59,75
9236,72,93,28
9237,18,41,119
9238,97,48,107
9239,83,25,59
9240,111,56,54
9241,27,71,79
9242,15,114,121
9243,113,91,56
9244,89,24,108
9245,60,32,122
9246,50,70,77
9247,85,39,93
9248,22,9,122
9249,37,117,45
9250,49,59,35
9251,34,90,125
9252,89,124,70
9253,54,0,20
9254,95,24,19
9255,39,74,110
9256,80,21,72
9257,90,72,118
9258,109,21,40
9259,86,70,75
9260,50,21,41
9261,39,85,7
9262,39,94,78
9263,48,2,20
9264,27,43,117
9265,52,9,112
9266,126,57,102
9267,105,96,40
9268,34,47,115
9269,104,1,57
9270,92,67,4
9271,89,66,100
9272,9,115,47
9273,121,40,23
9274,70,115,97
9275,71,55,112
9276,42,102,29
9277,51,92,64
9278,13,23,26
9279,17,124,10
9280,20,81,56
9281,58,43,127
9282,109,29,73
9283,27,33,122
9284,60,27,95
9285,59,53,107
9286,74,8,95
9287,18,118,50
9288,21,82,48
9289,86,37,65
9290,117,42,54
9291,13,84,93
9292,82,1,23
9293,22,81,77
9294,61,105,8
9295,101,106,2
9296,17,106,37
9297,22,4,14
9298,90,44,110
9299,69,87,10
9300,36,46,80
9301,94,104,74
9302,10,32,42
9303,41,103,2
9304,13,38,47
9305,75,59,53
9306,38,89,68
9307,49,23,64
9308,117,52,61
9309,84,92,56
9310,3,82,13
9311,45,90,50
9312,99,76,21
9313,17,87,8
9314,99,113,47
9315,51,124,109
9316,32,82,105
9317,68,36,124
9318,107,2,121
9319,50,119,92
9320,23,51,43
9321,96,41,52
9322,76,101,95
9323,62,18,105
9324,101,87,32
9325,22,12,92
9326,67,98,6
9327,27,33,55
9328,83,113,70
9329,97,66,86
9330,77,116,54
9331,57,79,84
9332,90,15,113
9333,106,75,119
9334,93,70,23
9335,54,47,126
9336,73,17,15
9337,90,52,37
9338,1,62,66
9339,65,50,88
9340,111,46,119
9341,18,73,114
9342,6,45,60
9343,110,19,11
9344,119,100,121
9345,70,94,108
9346,4,23,54
9347,97,123,24
9348,110,100,51
9349,39,29,73
9350,101,110,20
9351,42,22,5
9352,104,52,74
9353,3,22,101
9354,15,20,51
9355,70,91,104
9356,70,58,11
9357,6,84,12
9358,98,27,44
9359,45,69,62
9360,101,26,23
9361,101,34,60
9362,111,47,83
9363,121,42,63
9364,97,19,85
9365,45,54,69
9366,82,111,18
9367,108,53,26
9368,114,5,92
9369,113,9,121
9370,33,69,107
9371,82,55,13
9372,9,25,75
9373,60,52,126
9374,124,8,46
9375,101,91,2
9376,36,110,103
9377,83,61,5
9378,0,100,45
9379,18,44,125
9380,29,77,14
9381,123,28,89
9382,85,117,61
9383,14,53,111
9384,105,76,97
9385,31,46,53
9386,70,108,119
9387,29,72,95
9388,40,79,8
9389,48,26,22
9390,53,113,4
9391,57,109,14
9392,92,9,127
9393,29,73,70
9394,35,46,27
9395,124,110,81
9396,122,109,103
9397,118,34,58
9398,38,74,93
9399,115,41,75
9400,27,107,44
9401,86,7,69
9402,72,81,12
9403,69,127,59
9404,11,84,116
9405,5,40,72
9406,31,52,110
9407,68,124,78
9408,125,61,52
9409,120,41,30
9410,93,80,74
9411,46,35,87
9412,43,66,4
9413,92,71,104
9414,92,76,53
9415,4,103,75
9416,92,46,38
9417,51,29,109
9418,112,3,23
